url,team,name,country,dob,site
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1169603.html,Manor Motorsport,Lewis Hamilton,United Kingdom,7 January 1985 (31),http://www.lewishamilton.com
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1172065.html,Mercedes Grand Prix,Nico Rosberg,Germany,27 June 1985 (31),http://www.nicorosberg.com
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1172075.html,McLaren,Fernando Alonso,Spain,29 July 1981 (35),http://www.fernandoalonso.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1172081.html,Renault,Jenson Button,United Kingdom,19 January 1980 (36),http://www.jensonbutton.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1172115.html,Ferrari,Kimi Räikkönen,Finland,17 October 1979 (36),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1172154.html,Scuderia Toro Rosso,Sebastian Vettel,Germany,3 July 1987 (29),http://www.sebastianvettel.de
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1172236.html,Manor MP Motorsport,Steijn Schothorst,Netherlands,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1172295.html,ART Grand Prix,Valtteri Bottas,Finland,28 August 1989 (27),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1172344.html,Koiranen Motorsport,Ralph Boschung,Switzerland,23 September 1997 (18),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1172347.html,DAMS,Kevin Joerg,Switzerland,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1172635.html,MS Amlin Andretti,Antonio Felix da Costa,Portugal,31 August 1991 (25),http://www.felixdacosta.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1172711.html,Status Grand Prix,Sandy Stuvik,Thailand,11 April 1995 (21),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1172729.html,Tech 1 Racing,Daniel Ricciardo,Australia,1 July 1989 (27),http://www.danielricciardo.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1172759.html,Arden,Jake Dennis,Great Britain,30 June 1995 (21),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1172885.html,Carlin Motorsport,Josef Newgarden,United States,22 December 1990 (25),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1172913.html,ART Grand Prix,Charles Leclerc,Monaco,16 October 1997 (18),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1172920.html,Jo Zeller Racing,Tatiana Calderon,Colombia,10 March 1993 (23),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1173010.html,Prema Powerteam,Daniel Juncadella,Spain,7 May 1991 (25),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1173075.html,Manor Racing,Adrien Tambay,France,25 February 1991 (25),http://www.tambay27.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1173101.html,Stewart,Rubens Barrichello,Brazil,23 May 1972 (44),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1173189.html,Campos Racing,Alex Palou,Spain,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1173268.html,Van Amersfoort Racing,Max Verstappen,Netherlands,30 September 1997 (18),http://www.verstappen.nl
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1173404.html,Arden,Daniil Kvyat,Russia,26 April 1994 (22),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1173608.html,Mücke Motorsport,Pascal Wehrlein,Germany,18 October 1994 (21),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1173624.html,Fortec Motorsports,Alex Lynn,Great Britain,17 September 1993 (22),http://www.alexlynnracing.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1173644.html,DAMS,Romain Grosjean,France,17 April 1986 (30),http://www.romaingrosjean.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1173785.html,Jenzer Motorsport,Oscar Tunjo,Colombia,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1173811.html,Campos,Sergio Perez,Mexico,26 December 1989 (26),http://www.sergioperezf1.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1173855.html,Signature,Alex Albon,Great Britain,23 March 1996 (20),http://www.alexalbon.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1173888.html,Trident Racing,Luca Ghiotto,Italy,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1173898.html,Trident Racing,Artur Janosz,Poland,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1173899.html,Motopark Academy,Jimmy Eriksson,Sweden,14 March 1991 (25),http://www.jimmyracing.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1173997.html,Prema Powerteam,Tom Dillmann,France,6 April 1989 (27),http://www.tomdillmann.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1174437.html,AV Formula,Alfonso Celis,Mexico,18 September 1996 (19),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1174465.html,Ocean Racing Technology,Alexander Rossi,United States,25 September 1991 (24),http://www.alexanderrossi.com
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1174605.html,Jenzer Motorsport,Nico Muller,Switzerland,25 February 1992 (24),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1174745.html,Haas F1,Esteban Gutiérrez,Mexico,5 August 1991 (25),http://www.estebanracing.com
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1174788.html,ART Grand Prix,Marvin Kirchhofer,Germany,19 March 1994 (22),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1174821.html,Carlin Motorsport,Kevin Magnussen,Denmark,5 October 1992 (23),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1174869.html,Mücke Motorsport,Robert Wickens,Canada,13 March 1989 (27),http://www.robertwickens.com
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1174943.html,A1 Team Germany,Nico Hülkenberg,Germany,19 August 1987 (29),http://www.nicohulkenberg.net
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1174982.html,ART Grand Prix,Nyck de Vries,Netherlands,6 February 1995 (21),http://www.nyckdevries.nl/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175036.html,DAMS,,United Kingdom,30 May 1994 (22),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175047.html,Koiranen Motorsport,Matt Parry,United Kingdom,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175081.html,Sauber,Felipe Nasr,Brazil,21 August 1992 (24),http://www.felipenasr.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175115.html,Prema Powerteam,Esteban Ocon,France,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175135.html,Arden,Jack Aitken,United Kingdom,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175179.html,Koiranen Motorsport,Matevos Isaakyan,Russia,17 April 1998 (18),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175193.html,Double R Racing,Mitchell Evans,New Zealand,24 June 1994 (22),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175351.html,Trident Racing,Giuliano Alesi,France,20 September 1999 (16),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175378.html,Schmidt Peterson Motorsports,Conor Daly,United States,17 December 1991 (24),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175382.html,ART Grand Prix,Nirei Fukuzumi,Japan,24 January 1997 (19),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175404.html,iSport International,Marcus Ericsson,Sweden,2 September 1990 (26),http://www.marcusericssonracing.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175771.html,Signature,Carlos Sainz Jr.,Spain,1 September 1994 (22),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175776.html,MS Amlin Andretti,Jean-Eric Vergne,France,25 April 1990 (26),http://www.jeanericvergne.com
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175937.html,Threebond With T-Sport,Arjun Maini,India,10 December 1997 (18),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175940.html,Manor Racing,Rio Haryanto,Indonesia,22 January 1993 (23),http://www.rioharyanto.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176257.html,Prema Powerteam,Antonio Fuoco,Italy,20 May 1996 (20),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176340.html,Carlin,Jolyon Palmer,United Kingdom,20 January 1991 (25),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176381.html,Andretti Herta Autosport,Gabriel Chaves,Colombia,7 July 1993 (23),http://www.gabbychaves.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176385.html,DAMS,Santino Ferrucci,United States,31 May 1998 (18),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176388.html,Ferrari,Felipe Massa,Brazil,25 April 1981 (35),http://www.felipemassa.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176393.html,Fortec Motorsports,Stoffel Vandoorne,Belgium,26 March 1992 (24),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176773.html,Status Grand Prix,Richie Stanaway,New Zealand,24 November 1991 (24),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176774.html,DAMS,Giovanni Venturini,Italy,9 November 1991 (24),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176775.html,Carlin Motorsport,William Buller,United Kingdom,17 September 1992 (23),http://www.bullerracing.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176782.html,Jenzer Motorsport,Kevin Ceccon,Italy,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176789.html,Carlin,Daniel Morad,Canada,24 April 1990 (26),http://www.danielmorad.com
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176793.html,Arden,Lewis Williamson,Great Britain,11 November 1989 (26),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177199.html,P1 Motorsport,Matias Laine,Finland,25 April 1990 (26),http://www.matiaslaine.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177233.html,RSC Mücke Motorsport,Michael Christensen,Denmark,28 August 1990 (26),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177234.html,Carlin,Callum MacLeod,Great Britain,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177235.html,Tech 1 Racing,Kevin Korjus,Estonia,9 January 1993 (23),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177236.html,ART Grand Prix,Pedro Nunes,Brazil,22 August 1988 (28),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177237.html,Tech 1 Racing,Tamas Pal Kiss,Hungary,19 May 1991 (25),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177238.html,Lotus,Emil Bernstorff,United Kingdom,7 June 1993 (23),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177239.html,Mücke Motorsport,Tobias Hegewald,Germany,3 August 1989 (27),http://www.tobias-hegewald.de/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177240.html,MotorSport Vision,Miki Monras,Spain,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177241.html,Fortec Motorsports,Dean Smith,United Kingdom,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177242.html,Carlin,Jann Mardenborough,United Kingdom,9 September 1991 (24),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177243.html,Arden,Aleksander Bosak,Poland,14 August 1993 (23),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177244.html,Atech CRS GP,Oliver Oakes,United Kingdom,11 January 1988 (28),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177245.html,ADM Motorsport,Zoël Amberg,Switzerland,25 September 1992 (23),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177246.html,Koiranen Motorsport,Patrick Kujala,Finland,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177247.html,Status Grand Prix,Marlon Stockinger,Philippines,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177248.html,Tech 1 Racing,Doru Sechelariu,Romania,19 November 1992 (23),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177249.html,Jenzer Motorsport,Maxim Zimin,Russia,28 April 1994 (22),http://www.maximzimin.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177250.html,Koiranen Motorsport,Dean Stoneman,United Kingdom,24 July 1990 (26),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177251.html,Tech 1 Racing,Daniel Abt,Germany,3 December 1992 (23),http://www.danielabt.de/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177252.html,Carlin,Jack Harvey,Great Britain,15 April 1993 (23),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177253.html,T-Sport,Alex Brundle,United Kingdom,7 August 1990 (26),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177254.html,Manor Racing,Adrian Quaife-Hobbs,United Kingdom,3 February 1991 (25),http://www.quaifehobbs.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177255.html,Mücke Motorsport,Roberto Merhi,Spain,22 March 1991 (25),http://www.robertomerhi.es/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177256.html,Carlin,Eric Liechtenstein,Argentina,6 October 1994 (21),http://www.lichtensteineric.com.ar/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177257.html,Carlin,Leonardo Cordeiro,Brazil,8 November 1989 (26),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177258.html,Arden,Simon Trummer,Switzerland,8 January 1989 (27),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177259.html,Atech CRS GP,Vittorio Ghirelli,Italy,9 May 1994 (22),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177260.html,MotorSport Vision,Mirko Bortolotti,Italy,10 January 1990 (26),http://www.mirkobortolotti.it
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177261.html,Hilmer Motorsport,Facundo Regalia,Argentina,23 November 1991 (24),http://www.facuregalia.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177262.html,RSC Mücke Motorsport,Luciano Bacheta,Great Britain,26 April 1990 (26),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177263.html,Manor Racing,Fabiano Machado,Brazil,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177264.html,Trident Racing,Stefano Coletti,Monaco,6 April 1989 (27),http://www.stefanocoletti.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177265.html,Eurointernational,Ricciardo Agostini,Italy,20 April 1994 (22),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177266.html,Jenzer Motorsport,Robert Visoiu,Romania,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177267.html,Carlin,James Calado,United Kingdom,13 June 1989 (27),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177268.html,Bamboo Engineering,Alice Powell,United Kingdom,26 January 1993 (23),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177269.html,Lotus Racing Junior,Nick Yelloly,Great Britain,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177270.html,Status Grand Prix,Seb Morris,United Kingdom,30 November 1995 (20),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177271.html,Status Grand Prix,Alexander Sims,United Kingdom,15 March 1988 (28),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177272.html,Jo Zeller Racing,Nelson Mason,Canada,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177273.html,Arden,Patrick Niederhauser,Switzerland,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177274.html,Jenzer Motorsport,Pal Varhaug,Norway,26 January 1991 (25),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177275.html,SG Formula,Andrea Caldarelli,Italy,14 February 1990 (26),http://www.andreacaldarelli.it/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177276.html,ART Grand Prix,Aaro Vainio,Finland,2 October 1993 (22),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177277.html,Status Grand Prix,Ivan Lukashevich,Russia,9 May 1991 (25),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177278.html,Jenzer Motorsport,Matheo Tuscher,Switzerland,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177279.html,Motopark Academy,Renger van der Zande,Netherlands,16 February 1986 (30),http://www.rengervanderzande.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177280.html,ART Grand Prix,Dino Zamparelli,Great Britain,5 October 1992 (23),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177281.html,Sino Vision Racing,Adderly Fong,Hong Kong,2 March 1990 (26),http://www.adderlyfong.hk/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177282.html,Manor Racing,Tio Ellinas,Cyprus,27 January 1992 (24),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177283.html,Trident Racing,David Fumanelli,Italy,21 April 1992 (24),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177284.html,Double R Racing,Felipe Guimaraes,Brazil,22 March 1991 (25),http://www.felipeguimaraes.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177285.html,Fortec Motorsports,Lucas Foresti,Brazil,12 May 1992 (24),http://www.lucasforesti.com.br/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177286.html,Mucke Motorsport,Mitchell Gilbert,Australia,10 May 1994 (22),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177287.html,Bamboo Engineering,Melville McKee,Great Britain,19 August 1994 (22),
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177288.html,ART Grand Prix,Alex Fontana,Switzerland,5 August 1992 (24),http://www.alexfontana.net/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177289.html,RSC Mücke Motorsport,Nigel Melker,Netherlands,25 January 1991 (25),http://www.nigelmelker.nl/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177290.html,Rahal Letterman Lanigan Racing,James Jakes,United Kingdom,4 August 1987 (29),http://www.jamesjakes.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177291.html,Trident Racing,Roman De Beer,South Africa,6 October 1994 (21),http://www.romandebeerracing.com/
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177292.html,MotorSport Vision,Fabio Gamberini,Brazil,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177293.html,Angola Racing Team,Luis Sa Silva,Angola,23 August 1990 (26),
